category,ds,y
Proteins,2025-11-18,247
Proteins,2025-11-19,207
Proteins,2025-11-20,223
Proteins,2025-11-21,198
Proteins,2025-11-22,198
Proteins,2025-11-23,240
Proteins,2025-11-24,244
Proteins,2025-11-25,210
Proteins,2025-11-26,244
Proteins,2025-11-27,237
Proteins,2025-11-28,228
Proteins,2025-11-29,217
Proteins,2025-11-30,233
Proteins,2025-12-01,225
Proteins,2025-12-02,226
Proteins,2025-12-03,213
Proteins,2025-12-04,227
Proteins,2025-12-05,203
Proteins,2025-12-06,227
Proteins,2025-12-07,217
Proteins,2025-12-08,224
Proteins,2025-12-09,208
Proteins,2025-12-10,206
Proteins,2025-12-11,201
Proteins,2025-12-12,210
Proteins,2025-12-13,252
Proteins,2025-12-14,249
Proteins,2025-12-15,205
Proteins,2025-12-16,211
Proteins,2025-12-17,207
Proteins,2025-12-18,198
Proteins,2025-12-19,205
Proteins,2025-12-20,214
Proteins,2025-12-21,206
Proteins,2025-12-22,195
Proteins,2025-12-23,216
Proteins,2025-12-24,212
Proteins,2025-12-25,214
Proteins,2025-12-26,221
Proteins,2025-12-27,239
Proteins,2025-12-28,232
Proteins,2025-12-29,234
Proteins,2025-12-30,228
Proteins,2025-12-31,216
Proteins,2026-01-01,248
Proteins,2026-01-02,215
Proteins,2026-01-03,241
Proteins,2026-01-04,221
Proteins,2026-01-05,189
Proteins,2026-01-06,235
Proteins,2026-01-07,223
Proteins,2026-01-08,211
Proteins,2026-01-09,219
Proteins,2026-01-10,238
Proteins,2026-01-11,232
Proteins,2026-01-12,240
Proteins,2026-01-13,214
Proteins,2026-01-14,214
Proteins,2026-01-15,216
Proteins,2026-01-16,243
Proteins,2026-01-17,243
Proteins,2026-01-18,231
Proteins,2026-01-19,222
Proteins,2026-01-20,198
Proteins,2026-01-21,210
Proteins,2026-01-22,201
Proteins,2026-01-23,217
Proteins,2026-01-24,228
Proteins,2026-01-25,231
Proteins,2026-01-26,210
Proteins,2026-01-27,256
Proteins,2026-01-28,207
Proteins,2026-01-29,190
Proteins,2026-01-30,181
Proteins,2026-01-31,232
Proteins,2026-02-01,256
Proteins,2026-02-02,206
Proteins,2026-02-03,202
Proteins,2026-02-04,241
Proteins,2026-02-05,226
Proteins,2026-02-06,218
Proteins,2026-02-07,246
Proteins,2026-02-08,234
Proteins,2026-02-09,217
Proteins,2026-02-10,217
Proteins,2026-02-11,204
Proteins,2026-02-12,226
Proteins,2026-02-13,237
Proteins,2026-02-14,237
Proteins,2026-02-15,234
Proteins,2026-02-16,252
Proteins,2026-02-17,211
Proteins,2026-02-18,226
Proteins,2026-02-19,217
Proteins,2026-02-20,211
Proteins,2026-02-21,231
Proteins,2026-02-22,247
Proteins,2026-02-23,222
Proteins,2026-02-24,213
Proteins,2026-02-25,216
Proteins,2026-02-26,210
Proteins,2026-02-27,205
Proteins,2026-02-28,261
Proteins,2026-03-01,238
Proteins,2026-03-02,212
Proteins,2026-03-03,227
Proteins,2026-03-04,209
Proteins,2026-03-05,204
Proteins,2026-03-06,251
Proteins,2026-03-07,243
Proteins,2026-03-08,269
Proteins,2026-03-09,191
Proteins,2026-03-10,232
Proteins,2026-03-11,220
Proteins,2026-03-12,222
Proteins,2026-03-13,230
Proteins,2026-03-14,237
Proteins,2026-03-15,235
Proteins,2026-03-16,223
Proteins,2026-03-17,240
Proteins,2026-03-18,213
Proteins,2026-03-19,218
Proteins,2026-03-20,241
Proteins,2026-03-21,215
Proteins,2026-03-22,234
Proteins,2026-03-23,220
Proteins,2026-03-24,215
Proteins,2026-03-25,211
Proteins,2026-03-26,227
Proteins,2026-03-27,230
Proteins,2026-03-28,252
Proteins,2026-03-29,262
Proteins,2026-03-30,248
Proteins,2026-03-31,228
Proteins,2026-04-01,222
Proteins,2026-04-02,215
Proteins,2026-04-03,209
Proteins,2026-04-04,227
Proteins,2026-04-05,258
Proteins,2026-04-06,204
Vegetables,2024-04-07,208
Vegetables,2024-04-08,160
Vegetables,2024-04-09,193
Vegetables,2024-04-10,182
Vegetables,2024-04-11,186
Vegetables,2024-04-12,190
Vegetables,2024-04-13,186
Vegetables,2024-04-14,228
Vegetables,2024-04-15,187
Vegetables,2024-04-16,188
Vegetables,2024-04-17,189
Vegetables,2024-04-18,173
Vegetables,2024-04-19,199
Vegetables,2024-04-20,218
Vegetables,2024-04-21,201
Vegetables,2024-04-22,212
Vegetables,2024-04-23,178
Vegetables,2024-04-24,182
Vegetables,2024-04-25,177
Vegetables,2024-04-26,178
Vegetables,2024-04-27,214
Vegetables,2024-04-28,194
Vegetables,2024-04-29,183
Vegetables,2024-04-30,200
Vegetables,2024-05-01,172
Vegetables,2024-05-02,192
Vegetables,2024-05-03,210
Vegetables,2024-05-04,226
Vegetables,2024-05-05,211
Vegetables,2024-05-06,168
Vegetables,2024-05-07,178
Vegetables,2024-05-08,192
Vegetables,2024-05-09,195
Vegetables,2024-05-10,195
Vegetables,2024-05-11,198
Vegetables,2024-05-12,195
Vegetables,2024-05-13,184
Vegetables,2024-05-14,180
Vegetables,2024-05-15,197
Vegetables,2024-05-16,184
Vegetables,2024-05-17,187
Vegetables,2024-05-18,177
Vegetables,2024-05-19,214
Vegetables,2024-05-20,165
Vegetables,2024-05-21,183
Vegetables,2024-05-22,194
Vegetables,2024-05-23,205
Vegetables,2024-05-24,182
Vegetables,2024-05-25,201
Vegetables,2024-05-26,219
Vegetables,2024-05-27,218
Vegetables,2024-05-28,172
Vegetables,2024-05-29,173
Vegetables,2024-05-30,188
Vegetables,2024-05-31,199
Vegetables,2024-06-01,180
Vegetables,2024-06-02,198
Vegetables,2024-06-03,194
Vegetables,2024-06-04,178
Vegetables,2024-06-05,208
Vegetables,2024-06-06,201
Vegetables,2024-06-07,200
Vegetables,2024-06-08,203
Vegetables,2024-06-09,197
Vegetables,2024-06-10,177
Vegetables,2024-06-11,177
Vegetables,2024-06-12,187
Vegetables,2024-06-13,162
Vegetables,2024-06-14,192
Vegetables,2024-06-15,206
Vegetables,2024-06-16,208
Vegetables,2024-06-17,173
Vegetables,2024-06-18,166
Vegetables,2024-06-19,213
Vegetables,2024-06-20,189
Vegetables,2024-06-21,185
Vegetables,2024-06-22,181
Vegetables,2024-06-23,204
Vegetables,2024-06-24,197
Vegetables,2024-06-25,186
Vegetables,2024-06-26,212
Vegetables,2024-06-27,199
Vegetables,2024-06-28,193
Vegetables,2024-06-29,189
Vegetables,2024-06-30,201
Vegetables,2024-07-01,186
Vegetables,2024-07-02,227
Vegetables,2024-07-03,176
Vegetables,2024-07-04,192
Vegetables,2024-07-05,183
Vegetables,2024-07-06,231
Vegetables,2024-07-07,220
Vegetables,2024-07-08,177
Vegetables,2024-07-09,176
Vegetables,2024-07-10,217
Vegetables,2024-07-11,178
Vegetables,2024-07-12,167
Vegetables,2024-07-13,217
Vegetables,2024-07-14,195
Vegetables,2024-07-15,177
Vegetables,2024-07-16,170
Vegetables,2024-07-17,174
Vegetables,2024-07-18,201
Vegetables,2024-07-19,172
Vegetables,2024-07-20,203
Vegetables,2024-07-21,243
Vegetables,2024-07-22,177
Vegetables,2024-07-23,194
Vegetables,2024-07-24,202
Vegetables,2024-07-25,183
Vegetables,2024-07-26,148
Vegetables,2024-07-27,232
Vegetables,2024-07-28,255
Vegetables,2024-07-29,194
Vegetables,2024-07-30,166
Vegetables,2024-07-31,190
Vegetables,2024-08-01,175
Vegetables,2024-08-02,198
Vegetables,2024-08-03,229
Vegetables,2024-08-04,216
Vegetables,2024-08-05,177
Vegetables,2024-08-06,198
Vegetables,2024-08-07,220
Vegetables,2024-08-08,183
Vegetables,2024-08-09,178
Vegetables,2024-08-10,218
Vegetables,2024-08-11,215
Vegetables,2024-08-12,181
Vegetables,2024-08-13,191
Vegetables,2024-08-14,188
Vegetables,2024-08-15,184
Vegetables,2024-08-16,186
Vegetables,2024-08-17,224
Vegetables,2024-08-18,251
Vegetables,2024-08-19,184
Vegetables,2024-08-20,192
Vegetables,2024-08-21,170
Vegetables,2024-08-22,175
Vegetables,2024-08-23,188
Vegetables,2024-08-24,192
Vegetables,2024-08-25,212
Vegetables,2024-08-26,188
Vegetables,2024-08-27,172
Vegetables,2024-08-28,171
Vegetables,2024-08-29,196
Vegetables,2024-08-30,189
Vegetables,2024-08-31,213
Vegetables,2024-09-01,211
Vegetables,2024-09-02,206
Vegetables,2024-09-03,190
Vegetables,2024-09-04,194
Vegetables,2024-09-05,164
Vegetables,2024-09-06,185
Vegetables,2024-09-07,216
Vegetables,2024-09-08,215
Vegetables,2024-09-09,192
Vegetables,2024-09-10,155
Vegetables,2024-09-11,191
Vegetables,2024-09-12,212
Vegetables,2024-09-13,197
Vegetables,2024-09-14,197
Vegetables,2024-09-15,231
Vegetables,2024-09-16,225
Vegetables,2024-09-17,198
Vegetables,2024-09-18,177
Vegetables,2024-09-19,187
Vegetables,2024-09-20,197
Vegetables,2024-09-21,214
Vegetables,2024-09-22,206
Vegetables,2024-09-23,198
Vegetables,2024-09-24,184
Vegetables,2024-09-25,212
Vegetables,2024-09-26,202
Vegetables,2024-09-27,192
Vegetables,2024-09-28,226
Vegetables,2024-09-29,232
Vegetables,2024-09-30,212
Vegetables,2024-10-01,211
Vegetables,2024-10-02,214
Vegetables,2024-10-03,185
Vegetables,2024-10-04,223
Vegetables,2024-10-05,238
Vegetables,2024-10-06,222
Vegetables,2024-10-07,199
Vegetables,2024-10-08,219
Vegetables,2024-10-09,161
Vegetables,2024-10-10,177
Vegetables,2024-10-11,189
Vegetables,2024-10-12,220
Vegetables,2024-10-13,226
Vegetables,2024-10-14,179
Vegetables,2024-10-15,219
Vegetables,2024-10-16,196
Vegetables,2024-10-17,174
Vegetables,2024-10-18,211
Vegetables,2024-10-19,211
Vegetables,2024-10-20,199
Vegetables,2024-10-21,209
Vegetables,2024-10-22,194
Vegetables,2024-10-23,217
Vegetables,2024-10-24,184
Vegetables,2024-10-25,197
Vegetables,2024-10-26,198
Vegetables,2024-10-27,219
Vegetables,2024-10-28,200
Vegetables,2024-10-29,200
Vegetables,2024-10-30,221
Vegetables,2024-10-31,191
Vegetables,2024-11-01,189
Vegetables,2024-11-02,216
Vegetables,2024-11-03,213
Vegetables,2024-11-04,148
Vegetables,2024-11-05,200
Vegetables,2024-11-06,154
Vegetables,2024-11-07,164
Vegetables,2024-11-08,182
Vegetables,2024-11-09,253
Vegetables,2024-11-10,220
Vegetables,2024-11-11,196
Vegetables,2024-11-12,176
Vegetables,2024-11-13,186
Vegetables,2024-11-14,204
Vegetables,2024-11-15,165
Vegetables,2024-11-16,224
Vegetables,2024-11-17,202
Vegetables,2024-11-18,208
Vegetables,2024-11-19,181
Vegetables,2024-11-20,195
Vegetables,2024-11-21,198
Vegetables,2024-11-22,218
Vegetables,2024-11-23,216
Vegetables,2024-11-24,200
Vegetables,2024-11-25,186
Vegetables,2024-11-26,190
Vegetables,2024-11-27,176
Vegetables,2024-11-28,197
Vegetables,2024-11-29,193
Vegetables,2024-11-30,224
Vegetables,2024-12-01,217
Vegetables,2024-12-02,176
Vegetables,2024-12-03,179
Vegetables,2024-12-04,214
Vegetables,2024-12-05,213
Vegetables,2024-12-06,192
Vegetables,2024-12-07,190
Vegetables,2024-12-08,243
Vegetables,2024-12-09,198
Vegetables,2024-12-10,213
Vegetables,2024-12-11,227
Vegetables,2024-12-12,216
Vegetables,2024-12-13,236
Vegetables,2024-12-14,206
Vegetables,2024-12-15,237
Vegetables,2024-12-16,206
Vegetables,2024-12-17,182
Vegetables,2024-12-18,189
Vegetables,2024-12-19,210
Vegetables,2024-12-20,186
Vegetables,2024-12-21,217
Vegetables,2024-12-22,219
Vegetables,2024-12-23,187
Vegetables,2024-12-24,191
Vegetables,2024-12-25,188
Vegetables,2024-12-26,207
Vegetables,2024-12-27,203
Vegetables,2024-12-28,191
Vegetables,2024-12-29,248
Vegetables,2024-12-30,187
Vegetables,2024-12-31,199
Vegetables,2025-01-01,197
Vegetables,2025-01-02,227
Vegetables,2025-01-03,203
Vegetables,2025-01-04,201
Vegetables,2025-01-05,203
Vegetables,2025-01-06,244
Vegetables,2025-01-07,201
Vegetables,2025-01-08,199
Vegetables,2025-01-09,180
Vegetables,2025-01-10,206
Vegetables,2025-01-11,217
Vegetables,2025-01-12,217
Vegetables,2025-01-13,194
Vegetables,2025-01-14,194
Vegetables,2025-01-15,176
Vegetables,2025-01-16,189
Vegetables,2025-01-17,193
Vegetables,2025-01-18,189
Vegetables,2025-01-19,211
Vegetables,2025-01-20,191
Vegetables,2025-01-21,202
Vegetables,2025-01-22,213
Vegetables,2025-01-23,196
Vegetables,2025-01-24,190
Vegetables,2025-01-25,232
Vegetables,2025-01-26,219
Vegetables,2025-01-27,190
Vegetables,2025-01-28,196
Vegetables,2025-01-29,193
Vegetables,2025-01-30,197
Vegetables,2025-01-31,186
Vegetables,2025-02-01,212
Vegetables,2025-02-02,198
Vegetables,2025-02-03,231
Vegetables,2025-02-04,204
Vegetables,2025-02-05,218
Vegetables,2025-02-06,209
Vegetables,2025-02-07,236
Vegetables,2025-02-08,215
Vegetables,2025-02-09,241
Vegetables,2025-02-10,197
Vegetables,2025-02-11,175
Vegetables,2025-02-12,216
Vegetables,2025-02-13,238
Vegetables,2025-02-14,204
Vegetables,2025-02-15,242
Vegetables,2025-02-16,234
Vegetables,2025-02-17,176
Vegetables,2025-02-18,187
Vegetables,2025-02-19,205
Vegetables,2025-02-20,199
Vegetables,2025-02-21,225
Vegetables,2025-02-22,253
Vegetables,2025-02-23,209
Vegetables,2025-02-24,187
Vegetables,2025-02-25,222
Vegetables,2025-02-26,184
Vegetables,2025-02-27,201
Vegetables,2025-02-28,206
Vegetables,2025-03-01,240
Vegetables,2025-03-02,235
Vegetables,2025-03-03,172
Vegetables,2025-03-04,216
Vegetables,2025-03-05,217
Vegetables,2025-03-06,196
Vegetables,2025-03-07,197
Vegetables,2025-03-08,218
Vegetables,2025-03-09,208
Vegetables,2025-03-10,198
Vegetables,2025-03-11,195
Vegetables,2025-03-12,205
Vegetables,2025-03-13,218
Vegetables,2025-03-14,208
Vegetables,2025-03-15,239
Vegetables,2025-03-16,209
Vegetables,2025-03-17,217
Vegetables,2025-03-18,193
Vegetables,2025-03-19,208
Vegetables,2025-03-20,194
Vegetables,2025-03-21,206
Vegetables,2025-03-22,237
Vegetables,2025-03-23,209
Vegetables,2025-03-24,232
Vegetables,2025-03-25,204
Vegetables,2025-03-26,190
Vegetables,2025-03-27,204
Vegetables,2025-03-28,239
Vegetables,2025-03-29,228
Vegetables,2025-03-30,232
Vegetables,2025-03-31,191
Vegetables,2025-04-01,196
Vegetables,2025-04-02,194
Vegetables,2025-04-03,183
Vegetables,2025-04-04,195
Vegetables,2025-04-05,207
Vegetables,2025-04-06,215
Vegetables,2025-04-07,184
Vegetables,2025-04-08,218
Vegetables,2025-04-09,194
Vegetables,2025-04-10,208
Vegetables,2025-04-11,177
Vegetables,2025-04-12,232
Vegetables,2025-04-13,209
Vegetables,2025-04-14,210
Vegetables,2025-04-15,204
Vegetables,2025-04-16,192
Vegetables,2025-04-17,215
Vegetables,2025-04-18,206
Vegetables,2025-04-19,234
Vegetables,2025-04-20,217
Vegetables,2025-04-21,224
Vegetables,2025-04-22,226
Vegetables,2025-04-23,189
Vegetables,2025-04-24,219
Vegetables,2025-04-25,232
Vegetables,2025-04-26,240
Vegetables,2025-04-27,224
Vegetables,2025-04-28,231
Vegetables,2025-04-29,218
Vegetables,2025-04-30,204
Vegetables,2025-05-01,228
Vegetables,2025-05-02,232
Vegetables,2025-05-03,204
Vegetables,2025-05-04,225
Vegetables,2025-05-05,212
Vegetables,2025-05-06,197
Vegetables,2025-05-07,191
Vegetables,2025-05-08,203
Vegetables,2025-05-09,198
Vegetables,2025-05-10,235
Vegetables,2025-05-11,217
Vegetables,2025-05-12,208
Vegetables,2025-05-13,195
Vegetables,2025-05-14,185
Vegetables,2025-05-15,221
Vegetables,2025-05-16,167
Vegetables,2025-05-17,229
Vegetables,2025-05-18,227
Vegetables,2025-05-19,203
Vegetables,2025-05-20,234
Vegetables,2025-05-21,221
Vegetables,2025-05-22,203
Vegetables,2025-05-23,199
Vegetables,2025-05-24,250
Vegetables,2025-05-25,243
Vegetables,2025-05-26,210
Vegetables,2025-05-27,191
Vegetables,2025-05-28,196
Vegetables,2025-05-29,207
Vegetables,2025-05-30,193
Vegetables,2025-05-31,227
Vegetables,2025-06-01,239
Vegetables,2025-06-02,203
Vegetables,2025-06-03,203
Vegetables,2025-06-04,201
Vegetables,2025-06-05,228
Vegetables,2025-06-06,222
Vegetables,2025-06-07,218
Vegetables,2025-06-08,219
Vegetables,2025-06-09,191
Vegetables,2025-06-10,217
Vegetables,2025-06-11,195
Vegetables,2025-06-12,219
Vegetables,2025-06-13,213
Vegetables,2025-06-14,217
Vegetables,2025-06-15,235
Vegetables,2025-06-16,201
Vegetables,2025-06-17,243
Vegetables,2025-06-18,192
Vegetables,2025-06-19,208
Vegetables,2025-06-20,212
Vegetables,2025-06-21,246
Vegetables,2025-06-22,222
Vegetables,2025-06-23,206
Vegetables,2025-06-24,202
Vegetables,2025-06-25,204
Vegetables,2025-06-26,188
Vegetables,2025-06-27,205
Vegetables,2025-06-28,213
Vegetables,2025-06-29,191
Vegetables,2025-06-30,217
Vegetables,2025-07-01,174
Vegetables,2025-07-02,186
Vegetables,2025-07-03,200
Vegetables,2025-07-04,222
Vegetables,2025-07-05,244
Vegetables,2025-07-06,235
Vegetables,2025-07-07,207
Vegetables,2025-07-08,208
Vegetables,2025-07-09,216
Vegetables,2025-07-10,231
Vegetables,2025-07-11,221
Vegetables,2025-07-12,242
Vegetables,2025-07-13,228
Vegetables,2025-07-14,228
Vegetables,2025-07-15,200
Vegetables,2025-07-16,216
Vegetables,2025-07-17,184
Vegetables,2025-07-18,219
Vegetables,2025-07-19,237
Vegetables,2025-07-20,232
Vegetables,2025-07-21,183
Vegetables,2025-07-22,202
Vegetables,2025-07-23,203
Vegetables,2025-07-24,220
Vegetables,2025-07-25,210
Vegetables,2025-07-26,258
Vegetables,2025-07-27,208
Vegetables,2025-07-28,208
Vegetables,2025-07-29,206
Vegetables,2025-07-30,212
Vegetables,2025-07-31,224
Vegetables,2025-08-01,227
Vegetables,2025-08-02,220
Vegetables,2025-08-03,202
Vegetables,2025-08-04,210
Vegetables,2025-08-05,188
Vegetables,2025-08-06,225
Vegetables,2025-08-07,169
Vegetables,2025-08-08,214
Vegetables,2025-08-09,218
Vegetables,2025-08-10,218
Vegetables,2025-08-11,211
Vegetables,2025-08-12,199
Vegetables,2025-08-13,210
Vegetables,2025-08-14,230
Vegetables,2025-08-15,221
Vegetables,2025-08-16,232
Vegetables,2025-08-17,249
Vegetables,2025-08-18,193
Vegetables,2025-08-19,218
Vegetables,2025-08-20,212
Vegetables,2025-08-21,191
Vegetables,2025-08-22,204
Vegetables,2025-08-23,239
Vegetables,2025-08-24,250
Vegetables,2025-08-25,193
Vegetables,2025-08-26,206
Vegetables,2025-08-27,186
Vegetables,2025-08-28,231
Vegetables,2025-08-29,204
Vegetables,2025-08-30,241
Vegetables,2025-08-31,223
Vegetables,2025-09-01,196
Vegetables,2025-09-02,219
Vegetables,2025-09-03,213
Vegetables,2025-09-04,209
Vegetables,2025-09-05,247
Vegetables,2025-09-06,223
Vegetables,2025-09-07,230
Vegetables,2025-09-08,221
Vegetables,2025-09-09,200
Vegetables,2025-09-10,203
Vegetables,2025-09-11,211
Vegetables,2025-09-12,202
Vegetables,2025-09-13,232
Vegetables,2025-09-14,213
Vegetables,2025-09-15,211
Vegetables,2025-09-16,220
Vegetables,2025-09-17,215
Vegetables,2025-09-18,204
Vegetables,2025-09-19,217
Vegetables,2025-09-20,233
Vegetables,2025-09-21,225
Vegetables,2025-09-22,232
Vegetables,2025-09-23,215
Vegetables,2025-09-24,195
Vegetables,2025-09-25,217
Vegetables,2025-09-26,186
Vegetables,2025-09-27,222
Vegetables,2025-09-28,197
Vegetables,2025-09-29,202
Vegetables,2025-09-30,225
Vegetables,2025-10-01,205
Vegetables,2025-10-02,198
Vegetables,2025-10-03,232
Vegetables,2025-10-04,227
Vegetables,2025-10-05,235
Vegetables,2025-10-06,234
Vegetables,2025-10-07,227
Vegetables,2025-10-08,261
Vegetables,2025-10-09,204
Vegetables,2025-10-10,212
Vegetables,2025-10-11,224
Vegetables,2025-10-12,205
Vegetables,2025-10-13,245
Vegetables,2025-10-14,198
Vegetables,2025-10-15,233
Vegetables,2025-10-16,196
Vegetables,2025-10-17,160
Vegetables,2025-10-18,256
Vegetables,2025-10-19,228
Vegetables,2025-10-20,208
Vegetables,2025-10-21,228
Vegetables,2025-10-22,216
Vegetables,2025-10-23,233
Vegetables,2025-10-24,214
Vegetables,2025-10-25,225
Vegetables,2025-10-26,240
Vegetables,2025-10-27,230
Vegetables,2025-10-28,216
Vegetables,2025-10-29,229
Vegetables,2025-10-30,215
Vegetables,2025-10-31,197
Vegetables,2025-11-01,245
Vegetables,2025-11-02,238
Vegetables,2025-11-03,229
Vegetables,2025-11-04,209
Vegetables,2025-11-05,225
Vegetables,2025-11-06,223
Vegetables,2025-11-07,214
Vegetables,2025-11-08,264
Vegetables,2025-11-09,235
Vegetables,2025-11-10,207
Vegetables,2025-11-11,193
Vegetables,2025-11-12,206
Vegetables,2025-11-13,209
Vegetables,2025-11-14,227
Vegetables,2025-11-15,218
Vegetables,2025-11-16,243
Vegetables,2025-11-17,218
Vegetables,2025-11-18,219
Vegetables,2025-11-19,206
Vegetables,2025-11-20,239
Vegetables,2025-11-21,211
Vegetables,2025-11-22,245
Vegetables,2025-11-23,230
Vegetables,2025-11-24,210
Vegetables,2025-11-25,185
Vegetables,2025-11-26,216
Vegetables,2025-11-27,182
Vegetables,2025-11-28,220
Vegetables,2025-11-29,232
Vegetables,2025-11-30,211
Vegetables,2025-12-01,221
Vegetables,2025-12-02,219
Vegetables,2025-12-03,207
Vegetables,2025-12-04,187
Vegetables,2025-12-05,228
Vegetables,2025-12-06,260
Vegetables,2025-12-07,263
Vegetables,2025-12-08,188
Vegetables,2025-12-09,241
Vegetables,2025-12-10,200
Vegetables,2025-12-11,212
Vegetables,2025-12-12,228
Vegetables,2025-12-13,231
Vegetables,2025-12-14,237
Vegetables,2025-12-15,184
Vegetables,2025-12-16,214
Vegetables,2025-12-17,210
Vegetables,2025-12-18,208
Vegetables,2025-12-19,226
Vegetables,2025-12-20,231
Vegetables,2025-12-21,221
Vegetables,2025-12-22,176
Vegetables,2025-12-23,222
Vegetables,2025-12-24,222
Vegetables,2025-12-25,207
Vegetables,2025-12-26,218
Vegetables,2025-12-27,213
Vegetables,2025-12-28,230
Vegetables,2025-12-29,238
Vegetables,2025-12-30,231
Vegetables,2025-12-31,207
Vegetables,2026-01-01,235
Vegetables,2026-01-02,223
Vegetables,2026-01-03,219
Vegetables,2026-01-04,216
Vegetables,2026-01-05,200
Vegetables,2026-01-06,229
Vegetables,2026-01-07,214
Vegetables,2026-01-08,216
Vegetables,2026-01-09,227
Vegetables,2026-01-10,235
Vegetables,2026-01-11,235
Vegetables,2026-01-12,210
Vegetables,2026-01-13,221
Vegetables,2026-01-14,217
Vegetables,2026-01-15,196
Vegetables,2026-01-16,202
Vegetables,2026-01-17,276
Vegetables,2026-01-18,213
Vegetables,2026-01-19,221
Vegetables,2026-01-20,216
Vegetables,2026-01-21,200
Vegetables,2026-01-22,210
Vegetables,2026-01-23,215
Vegetables,2026-01-24,276
Vegetables,2026-01-25,223
Vegetables,2026-01-26,242
Vegetables,2026-01-27,204
Vegetables,2026-01-28,221
Vegetables,2026-01-29,224
Vegetables,2026-01-30,231
Vegetables,2026-01-31,271
Vegetables,2026-02-01,224
Vegetables,2026-02-02,226
Vegetables,2026-02-03,233
Vegetables,2026-02-04,222
Vegetables,2026-02-05,213
Vegetables,2026-02-06,239
Vegetables,2026-02-07,227
Vegetables,2026-02-08,235
Vegetables,2026-02-09,215
Vegetables,2026-02-10,219
Vegetables,2026-02-11,204
Vegetables,2026-02-12,212
Vegetables,2026-02-13,230
Vegetables,2026-02-14,239
Vegetables,2026-02-15,256
Vegetables,2026-02-16,243
Vegetables,2026-02-17,214
Vegetables,2026-02-18,208
Vegetables,2026-02-19,223
Vegetables,2026-02-20,234
Vegetables,2026-02-21,220
Vegetables,2026-02-22,235
Vegetables,2026-02-23,195
Vegetables,2026-02-24,221
Vegetables,2026-02-25,213
Vegetables,2026-02-26,228
Vegetables,2026-02-27,235
Vegetables,2026-02-28,265
Vegetables,2026-03-01,256
Vegetables,2026-03-02,214
Vegetables,2026-03-03,224
Vegetables,2026-03-04,185
Vegetables,2026-03-05,207
Vegetables,2026-03-06,224
Vegetables,2026-03-07,229
Vegetables,2026-03-08,238
Vegetables,2026-03-09,204
Vegetables,2026-03-10,229
Vegetables,2026-03-11,213
Vegetables,2026-03-12,224
Vegetables,2026-03-13,211
Vegetables,2026-03-14,217
Vegetables,2026-03-15,235
Vegetables,2026-03-16,250
Vegetables,2026-03-17,241
Vegetables,2026-03-18,221
Vegetables,2026-03-19,215
Vegetables,2026-03-20,214
Vegetables,2026-03-21,230
Vegetables,2026-03-22,265
Vegetables,2026-03-23,234
Vegetables,2026-03-24,243
Vegetables,2026-03-25,250
Vegetables,2026-03-26,226
Vegetables,2026-03-27,219
Vegetables,2026-03-28,216
Vegetables,2026-03-29,218
Vegetables,2026-03-30,207
Vegetables,2026-03-31,207
Vegetables,2026-04-01,230
Vegetables,2026-04-02,238
Vegetables,2026-04-03,218
Vegetables,2026-04-04,223
Vegetables,2026-04-05,229
Vegetables,2026-04-06,224
Fruits,2024-04-07,96
Fruits,2024-04-08,71
Fruits,2024-04-09,54
Fruits,2024-04-10,76
Fruits,2024-04-11,74
Fruits,2024-04-12,92
Fruits,2024-04-13,105
Fruits,2024-04-14,82
Fruits,2024-04-15,62
Fruits,2024-04-16,77
Fruits,2024-04-17,73
Fruits,2024-04-18,72
Fruits,2024-04-19,57
Fruits,2024-04-20,89
Fruits,2024-04-21,108
Fruits,2024-04-22,61
Fruits,2024-04-23,82
Fruits,2024-04-24,89
Fruits,2024-04-25,52
Fruits,2024-04-26,51
Fruits,2024-04-27,85
Fruits,2024-04-28,109
Fruits,2024-04-29,71
Fruits,2024-04-30,57
Fruits,2024-05-01,71
Fruits,2024-05-02,67
Fruits,2024-05-03,63
Fruits,2024-05-04,118
Fruits,2024-05-05,97
Fruits,2024-05-06,89
Fruits,2024-05-07,96
Fruits,2024-05-08,83
Fruits,2024-05-09,64
Fruits,2024-05-10,87
Fruits,2024-05-11,96
Fruits,2024-05-12,82
Fruits,2024-05-13,60
Fruits,2024-05-14,82
Fruits,2024-05-15,106
Fruits,2024-05-16,56
Fruits,2024-05-17,74
Fruits,2024-05-18,88
Fruits,2024-05-19,73
Fruits,2024-05-20,77
Fruits,2024-05-21,75
Fruits,2024-05-22,47
Fruits,2024-05-23,73
Fruits,2024-05-24,77
Fruits,2024-05-25,94
Fruits,2024-05-26,85
Fruits,2024-05-27,68
Fruits,2024-05-28,61
Fruits,2024-05-29,63
Fruits,2024-05-30,67
Fruits,2024-05-31,76
Fruits,2024-06-01,111
Fruits,2024-06-02,66
Fruits,2024-06-03,39
Fruits,2024-06-04,98
Fruits,2024-06-05,101
Fruits,2024-06-06,46
Fruits,2024-06-07,60
Fruits,2024-06-08,97
Fruits,2024-06-09,99
Fruits,2024-06-10,71
Fruits,2024-06-11,45
Fruits,2024-06-12,70
Fruits,2024-06-13,72
Fruits,2024-06-14,53
Fruits,2024-06-15,97
Fruits,2024-06-16,96
Fruits,2024-06-17,76
Fruits,2024-06-18,87
Fruits,2024-06-19,55
Fruits,2024-06-20,100
Fruits,2024-06-21,79
Fruits,2024-06-22,103
